name,1.5version,1.4version,URL,license,Delta Information,repo_name
rack-test,0.5.4,0.5.4,https://github.com/brynary/rack-test,MIT,No change,cf-mongodb,,
progressbar,0.9.0,0.9.0,https://github.com/peleteiro/progressbar,Ruby License,No change,cf-mongodb,,
rack,1.6.1,1,https://rubygems.org/gems/rack/versions/1.6.1,MIT,Version Changed,cf-mongodb,,https://github.com/rack/rack
rake,10.4.2,10.4.2,https://github.com/ruby/rake,MIT,No change,cf-mongodb,,
rspec,3.2.0,3.1,https://rubygems.org/gems/rspec/versions/3.2.0,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec
rspec-core,3.2.0,3.1.7,https://rubygems.org/gems/rspec-core/versions/3.2.0,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec-core
builder,2.1.2,2.1.2,https://github.com/jimweirich/builder,MIT,No change,cf-mongodb,,
rspec-expectations,3.2.0,3.1.2,https://rubygems.org/gems/rspec-expectations/versions/3.2.0,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec-expectations
multi_json,1.0.0,1.1,https://rubygems.org/gems/multi_json/versions/1.0.0,MIT,Version Changed,cf-mongodb,https://github.com/intridea/multi_json/blob/master/LICENSE.md,https://github.com/intridea/multi_json
rspec-mocks,3.2.0,3.1.3,https://rubygems.org/gems/rspec-mocks/versions/3.2.0,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec-mocks
rspec-core,3.2.3,3.1.7,https://rubygems.org/gems/rspec-core/versions/3.2.3,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec-core
rspec-expectations,3.2.1,3.1.2,https://rubygems.org/gems/rspec-expectations/versions/3.2.1,MIT,Version Changed,cf-mongodb,,https://github.com/rspec/rspec-expectations
